experiment_id, actualImage, before_data_and_weigths_rotation_prediction, before_data_and_weigths_rotation_confidence, after_data_and_before_weigths_rotation_prediction, after_data_and_before_weigths_rotation_confidence, before_data_and_after_weigths_rotation_prediction, before_data_and_after_weigths_rotation_confidence, after_data_and_weigths_rotation_prediction, after_data_and_weigths_rotation_confidence, after_data_and_before_weigths_rotation_prediction_match, after_data_and_before_weigths_rotation_confidence_change, before_data_and_after_weigths_rotation_prediction_match, before_data_and_after_weigths_rotation_confidence_change, after_data_and_weigths_rotation_prediction_match, after_data_and_weigths_rotation_confidence_change
          795,           7,                                           7,                                    1.000000,                                                 3,                                          1.000000,                                                 2,                                          1.000000,                                          7,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          796,           7,                                           7,                                    1.000000,                                                 5,                                          1.000000,                                                 0,                                          1.000000,                                          7,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          797,           7,                                           7,                                    1.000000,                                                 5,                                          1.000000,                                                 2,                                          1.000000,                                          7,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          798,           7,                                           7,                                    1.000000,                                                 5,                                          1.000000,                                                 7,                                          1.000000,                                          7,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          799,           7,                                           7,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          7,                                   1.000000, false                                                  , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          800,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          801,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          802,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          803,           8,                                           8,                                    1.000000,                                                 5,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          804,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          805,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 1,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          806,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          807,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          808,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          809,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          810,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          811,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          812,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          813,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          814,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          815,           8,                                           8,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          816,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          817,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          818,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          819,           8,                                           8,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          820,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          821,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          822,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          823,           8,                                           8,                                    1.000000,                                                 5,                                          1.000000,                                                 1,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          824,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          825,           8,                                           5,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          5,                                   1.000000, true                                                   , 0.000000                                                , true                                                   , 0.000000                                                , true                                            ,                                          0.000000
          826,           8,                                           8,                                    1.000000,                                                 5,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          827,           8,                                           8,                                    1.000000,                                                 4,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          828,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          829,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          830,           8,                                           8,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          831,           8,                                           8,                                    1.000000,                                                 5,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          832,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          833,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          834,           8,                                           8,                                    1.000000,                                                 7,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          835,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          836,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          837,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          838,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          839,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          840,           8,                                           3,                                    1.000000,                                                 0,                                          1.000000,                                                 5,                                          1.000000,                                          3,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          841,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          842,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          843,           8,                                           8,                                    1.000000,                                                 7,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          844,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 2,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          845,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          846,           8,                                           2,                                    1.000000,                                                 2,                                          1.000000,                                                 4,                                          1.000000,                                          2,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          847,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          848,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          849,           8,                                           8,                                    1.000000,                                                 6,                                          1.000000,                                                 5,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          850,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          851,           8,                                           8,                                    1.000000,                                                 8,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, true                                                   , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          852,           8,                                           8,                                    1.000000,                                                 2,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          853,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 7,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          854,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 0,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
          855,           8,                                           8,                                    1.000000,                                                 0,                                          1.000000,                                                 4,                                          1.000000,                                          8,                                   1.000000, false                                                  , 0.000000                                                , false                                                  , 0.000000                                                , true                                            ,                                          0.000000
